gender,age,education,major,regions,eservice_usage,device_skill_level,freq_used,connection_type,used_purpose,PC_OS,phone_OS,security_apps,secure_level,check_legitimacy,pass_my_info,clicking_on_banners,privacy_settings,SM_services_protect_info,terms_conditions,change_pass_frequently,feel_safe_public_Wi-Fi,no_value_to_hackers?,install_software_updates,careful_clicking_on_links,Internet_security,Internet_security_up_to_date,updated_about_CC_(offline Sources),updated_about_CC(_Online Sources),avoid_disclosing,risk_increased,not_secure,protected,Accept_surveillance,law_manage,informed_threat,phishing_emails,identity_theft,malware,unable_access_online,encountering_extremism,online_extortion,concerned_about_identity_theft,concerned_about_encountering_child_pornography,concerned_about_receiving_phishing_emails,concerned_about_not_being_able_to_access_online,concerned_about_encountering_religious_extremism_material_,opinion_about_online_extortion,future_feeling_CC,government_responsible,media_responsible,tele_responsible,user_responsible,education_responsible,government_role,victim,not_victim_would_like_to_report,new_major,new_ragions,updated_about_CC_(offline Sources)_2,updated_about_CC(_Online Sources)_2
Female,Adult,Undergraduate,Education,Eastern Province,Frequently,Beginner,2,Private Wi-Fi,3,Windows,Android,"Anti-virus, Firewall,Backup",Very secure,Sometimes,Often,Seldom,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Often,Seldom,Sometimes,1,No,"Government or professional reports, I do not feel that I keep myself updated","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Sometimes,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Sometimes,Sometimes,Sometimes,Never,Never,no change,Agree,Strongly Agree,Strongly Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Female,Mature adulthood,Undergraduate,Chemsitry,Makkah,Frequently,Intermediate,2,Private Wi-Fi,5,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Very secure,Often,Never,Always,Always,Sometimes,Often,Seldom,Seldom,Often,Often,Often,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Always,Sometimes,Do not know,Sometimes,Do not know,Never,Always,Always,Always,Always,Never,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Western_Province,No,No
Female,Adult,Postgraduate,Medicine or public health,Ha'il,Frequently,Intermediate,2,Private Wi-Fi,5,mac OS,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Neutral,Never,Always,Never,Sometimes,Never,Never,Seldom,Never,Always,Sometimes,Seldom,2,No,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Disagree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Do not know,Do not know,Never,Never,Do not know,Never,Always,Never,Always,Never,Always,Sometimes,serious issue,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Don’t know,No,"Yes, I would",Not Technical,Northern_Province,Yes,Yes
Male,Adult,Undergraduate,Education,Eastern Province,Frequently,Intermediate,1,Cellular network,1,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Always,Always,Always,Seldom,Seldom,Never,Seldom,Sometimes,Often,Often,2,No,"Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Never,Never,Do not know,Never,Never,Never,Always,Always,Never,Never,Always,Never,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Eastern Province,Yes,Yes
Female,Early adulthood,Undergraduate,Business Administration,Eastern Province,Frequently,Beginner,2,Cellular network,3,Windows,IOS,Anti-virus,Very secure,Always,Never,Always,Always,Always,Always,Always,Never,Seldom,Always,Always,1,Yes,"Newspapers, magazines, Posters, Government or professional reports","Internet, website, email bulletins, blogs, etc.",Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Always,Never,Sometimes,Do not know,Never,Never,Do not know,Sometimes,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,Yes,Yes
Male,Early adulthood,Undergraduate,Social Science,Eastern Province,Frequently,Intermediate,2,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Software update,Backup",Very secure,Often,Often,Always,Always,Always,Never,Often,Never,Always,Often,Always,3,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Agree,Agree,Always,Do not know,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Do not know,serious issue,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,Yes,Yes
Female,Adult,Undergraduate,Education,Makkah,Frequently,Intermediate,4,Private Wi-Fi,5,Windows,Blackberry,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Always,Always,Always,Sometimes,Always,Always,Seldom,Often,Always,Always,4,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT),Internet service provider ISPs, Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Always,Do not know,Always,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Always,Don't know,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Male,Early adulthood,Undergraduate,Engineering,Eastern Province,Frequently,Intermediate,2,Private Wi-Fi,3,Windows,Android,"Anti-virus, Software update",Very secure,Often,Often,Always,Often,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Always,Always,1,Yes,"Internet service provider ISPs, Government or professional reports","Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Never,Never,Never,Never,Sometimes,Never,Always,Never,Always,Always,Sometimes,Sometimes,no change,Agree,Agree,Agree,Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Female,Early adulthood,Undergraduate,Islamic studies,Eastern Province,Frequently,Intermediate,1,Cellular network,1,I don't know,IOS,None,Very secure,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Often,Sometimes,Often,Always,1,Yes,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Never,Never,Do not know,Never,Do not know,Do not know,Do not know,Never,Sometimes,Sometimes,Sometimes,Sometimes,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Adult,Undergraduate,Medicine or public health,Eastern Province,Frequently,Beginner,1,Cellular network,1,Windows,Android,"Authentication (e.g. password, PIN)",Very secure,Always,Seldom,Never,Often,Often,Always,Always,Always,Always,Always,Never,1,No,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Eastern Province,Yes,Yes
Male,Mature adulthood,Undergraduate,Education,Eastern Province,Frequently,Intermediate,1,Cellular network,1,I don't know,I don't know,"Authentication (e.g. password, PIN)",Very secure,Often,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,Often,1,Yes,Government or professional reports,"Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Sometimes,Sometimes,Do not know,Always,Never,Always,Always,Always,Always,serious issue,Agree,Agree,Agree,Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Early adulthood,Undergraduate,Medicine or public health,Eastern Province,Frequently,Intermediate,2,Private Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Very secure,Always,Never,Always,Always,Never,Always,Often,Never,Sometimes,Always,Always,2,Yes,"Government or professional reports, I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Always,Never,Always,Never,Always,Never,Do not know,Sometimes,Always,Do not know,Always,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No role,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Mature adulthood,Undergraduate,Computer Science,Eastern Province,Frequently,Expert ,3,Cellular network,4,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Never,Always,Always,Never,Often,Never,Always,Never,Always,Always,3,No,"Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Do not know,Always,Do not know,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,Yes,"No, I would not",Technical,Eastern Province,Yes,Yes
Female,Early adulthood,Postgraduate,Languages,Riyadh,Frequently,Intermediate,3,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update",Very secure,Often,Often,Always,Always,Never,Never,Sometimes,Never,Often,Often,Always,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Always,Never,Sometimes,Never,Sometimes,Do not know,Always,Always,Never,Always,Always,Sometimes,no change,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Central_Province,Yes,Yes
Male,Early adulthood,Undergraduate,Social Science,Eastern Province,Frequently,Beginner,1,Cellular network,1,Windows,IOS,Backup,Very secure,Never,Never,Never,Always,Sometimes,Never,Often,Always,Always,Often,Never,0,No,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Do not know,Never,Never,Never,Do not know,Sometimes,Do not know,Do not know,Do not know,Do not know,no change,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Don’t know,Yes,"No, I would not",Not Technical,Eastern Province,Yes,Yes
Female,Early adulthood,Undergraduate,Finance,Makkah,Frequently,Intermediate,3,Private Wi-Fi,4,Windows,Android,"Anti-virus, Firewall, Software update",Neutral,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Often,Always,2,Yes,"Newspapers, magazines, Posters, Government or professional reports","TV, news, radio,  Other- Messages from Communication Company",Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Never,Never,Sometimes,Never,Never,Never,Always,Sometimes,Always,Always,Always,Always,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,Yes,"No, I would not",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Eastern Province,Frequently,Expert ,2,Private Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT),Internet service provider ISPs",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,vanish eventually,Neutral,Neutral,Neutral,Neutral,Neutral,global cyber security,No,"Yes, I would",Technical,Eastern Province,Yes,Yes
Male,Mature adulthood,Postgraduate,Computer Science,Makkah,Frequently,Expert ,1,Private Wi-Fi,5,Windows,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Never,Always,Always,Never,Always,Often,Never,Never,Always,Always,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","Internet, website, email bulletins, blogs, etc.,Internet service provider ISPs",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Always,Never,Always,Never,Always,Never,Always,Do not know,Always,Always,Do not know,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Mature adulthood,Undergraduate,Arabic Language,Eastern Province,Frequently,Expert ,1,Cellular network,1,Windows,Android,Software update,Very secure,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,1,No,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Do not know,Never,Do not know,Do not know,Do not know,Never,Somtimes,Always,Sometimes,Always,Always,Always,serious issue,Agree,Disagree,Agree,Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Mature adulthood,Postgraduate,Business Administration,Makkah,Frequently,Beginner,4,Public Wi-Fi,5,mac OS,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update",Very secure,Seldom,Seldom,Sometimes,Always,Sometimes,Seldom,Sometimes,Often,Often,Sometimes,Sometimes,1,Yes,"Newspapers, magazines, Posters, Government or professional reports","Rely on automatic updates, I do not feel that I keep myself updated",Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Sometimes,Sometimes,Do not know,Sometimes,Do not know,Do not know,Always,Do not know,Sometimes,Do not know,Sometimes,Never,serious issue,Strongly Agree,Agree,Strongly Agree,Agree,Agree,global cyber security,Yes,"No, I would not",Not Technical,Western_Province,Yes,No
Male,Mature adulthood,Postgraduate,Business Administration,Eastern Province,Frequently,Beginner,3,Cellular network,3,Windows,IOS,Anti-virus,Very secure,Often,Sometimes,Always,Often,Sometimes,Often,Sometimes,Seldom,Often,Often,Always,3,Yes,Other- Social Media,"Internet, website, email bulletins, blogs, etc.",Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Never,Always,Always,Sometimes,serious issue,Agree,Agree,Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Mature adulthood,Postgraduate,Business Administration,Eastern Province,Frequently,Beginner,3,Cellular network,3,Windows,IOS,Anti-virus,Very secure,Often,Sometimes,Always,Often,Sometimes,Often,Sometimes,Seldom,Often,Often,Always,3,Yes,Other- Social Media,"Internet, website, email bulletins, blogs, etc.",Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Never,Always,Always,Sometimes,serious issue,Agree,Agree,Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Male,Mature adulthood,High School,Engineering,Eastern Province,Frequently,Intermediate,2,Public Wi-Fi,4,I don't know,Android,Anti-virus,Not sure ,Sometimes,Sometimes,Often,Always,Often,Often,Often,Often,Always,Often,Often,3,I don't know,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Sometimes,Do not know,Do not know,Always,Always,Always,Do not know,Always,Always,Always,Sometimes,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,No,Yes
Female,Early adulthood,Undergraduate,Medicine or public health,Madina,Frequently,Intermediate,1,Private Wi-Fi,4,Windows,IOS,"Anti-virus,Backup",Very secure,Often,Never,Always,Never,Never,Often,Always,Never,Never,Always,Always,1,Yes,"Newspapers, magazines, Posters, I do not feel that I keep myself updated","TV, news, radio",Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Sometimes,Never,Always,Always,Never,Never,Always,Do not know,Always,Do not know,Always,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
